keyword,value
lee,"(['2016-01-20', '2016-02-17', '2016-11-09', '2016-05-25', '2016-07-27', '2016-02-03', '2016-05-04', '2016-10-05', '2016-10-19', '2016-12-28'], 343)"
clueless,"(['2016-01-20'], 0)"
avatar,"(['2016-01-20'], 0)"
2,"(['2016-08-31', '2016-04-13', '2016-01-13', '2016-11-02', '2016-02-24', '2016-06-08', '2016-10-26', '2016-05-25', '2016-03-02', '2016-01-20', '2016-02-10', '2016-03-23', '2016-05-18', '2016-08-03', '2016-09-14', '2016-09-28', '2016-04-20', '2016-01-27', '2016-06-01', '2016-11-09', '2016-08-17', '2016-10-19', '2016-06-15'], 301)"
derek,"(['2016-01-20', '2016-05-25', '2016-08-17', '2016-11-23', '2016-08-03', '2016-12-14'], 329)"
carr,"(['2016-06-29', '2016-01-20'], 161)"
stacy,"(['2016-02-24', '2016-01-20'], 35)"
ziegfeld,"(['2016-01-20'], 0)"
ptsd,"(['2016-01-20'], 0)"
bob,"(['2016-01-20', '2016-07-20', '2016-12-21', '2016-02-24', '2016-04-20', '2016-06-08', '2016-06-01', '2016-05-25', '2016-02-03', '2016-05-11', '2016-11-16', '2016-03-02', '2016-07-06'], 336)"
dole,"(['2016-01-20'], 0)"
sent,"(['2016-01-20'], 0)"
asylum,"(['2016-01-20'], 0)"
pro,"(['2016-09-07', '2016-01-20', '2016-08-24', '2016-12-21', '2016-03-30', '2016-03-09', '2016-01-27', '2016-03-23', '2016-06-01', '2016-08-10', '2016-03-16'], 336)"
bowl,"(['2016-01-20', '2016-12-21', '2016-02-17', '2016-01-27', '2016-06-01', '2016-02-03', '2016-11-23', '2016-12-28'], 343)"
aww,"(['2016-01-20'], 0)"
hell,"(['2016-01-20', '2016-02-10', '2016-11-23', '2016-03-23'], 308)"
snow,"(['2016-01-20', '2016-02-24', '2016-02-10', '2016-03-23', '2016-02-03', '2016-12-07', '2016-12-14'], 329)"
episode,"(['2016-01-20', '2016-11-16'], 301)"
viii,"(['2016-01-20'], 0)"
mos,"(['2016-01-20'], 0)"
def,"(['2016-09-07', '2016-01-20'], 231)"
agent,"(['2016-01-20', '2016-02-24', '2016-02-17', '2016-02-10', '2016-01-27', '2016-03-02'], 42)"
carter,"(['2016-01-20', '2016-02-24', '2016-02-17', '2016-02-10', '2016-01-27', '2016-06-08', '2016-10-26', '2016-11-23', '2016-06-15', '2016-03-02', '2016-04-27'], 308)"
suicide,"(['2016-09-07', '2016-01-20', '2016-08-17', '2016-10-05', '2016-08-03', '2016-12-14'], 329)"
squad,"(['2016-09-07', '2016-01-20', '2016-02-10', '2016-08-17', '2016-11-02', '2016-10-05', '2016-08-03', '2016-12-14'], 329)"
sarah,"(['2016-01-20', '2016-08-10', '2016-08-17', '2016-08-03', '2016-11-30'], 315)"
palin,"(['2016-01-20', '2016-11-30'], 315)"
snow,"(['2016-01-20', '2016-02-24', '2016-02-10', '2016-03-23', '2016-02-03', '2016-12-07', '2016-12-14'], 329)"
bir,"(['2016-01-20'], 0)"
tx,"(['2016-09-07', '2016-01-20', '2016-07-20', '2016-08-31', '2016-08-24', '2016-09-14', '2016-04-13', '2016-06-29', '2016-09-28', '2016-03-09', '2016-01-27', '2016-10-26', '2016-05-25', '2016-08-03', '2016-04-27'], 280)"
water,"(['2016-01-20', '2016-04-20', '2016-01-27', '2016-06-01', '2016-05-25', '2016-06-22'], 154)"
freddie,"(['2016-07-27', '2016-01-20', '2016-01-27', '2016-08-17'], 210)"
gray,"(['2016-07-27', '2016-01-20', '2016-08-17'], 210)"
flint,"(['2016-01-20', '2016-09-14', '2016-04-20', '2016-01-27', '2016-06-01', '2016-06-22', '2016-05-04'], 238)"
water,"(['2016-01-20', '2016-04-20', '2016-01-27', '2016-06-01', '2016-05-25', '2016-06-22'], 154)"
crisis,"(['2016-01-20', '2016-09-14', '2016-04-20', '2016-06-01', '2016-06-22'], 238)"
wake,"(['2016-01-20', '2016-11-30', '2016-06-29', '2016-09-28', '2016-02-17', '2016-03-09', '2016-01-27', '2016-07-27', '2016-08-17', '2016-02-03', '2016-11-23', '2016-03-16', '2016-05-11', '2016-06-15', '2016-07-06'], 315)"
america,"(['2016-10-12', '2016-08-31', '2016-03-09', '2016-01-13', '2016-07-13', '2016-11-23', '2016-11-02', '2016-10-19', '2016-12-21', '2016-02-24', '2016-06-29', '2016-02-17', '2016-06-08', '2016-05-25', '2016-03-16', '2016-10-05', '2016-03-02', '2016-04-27', '2016-12-14', '2016-01-20', '2016-06-22', '2016-05-18', '2016-11-30', '2016-04-06', '2016-04-20', '2016-01-27', '2016-11-09', '2016-08-17', '2016-09-21', '2016-06-15', '2016-07-06'], 343)"
texas,"(['2016-01-20', '2016-10-26', '2016-01-27', '2016-06-22', '2016-11-23', '2016-11-30', '2016-03-02'], 315)"
listen,"(['2016-01-20', '2016-10-12', '2016-08-24', '2016-09-14', '2016-08-10', '2016-06-01', '2016-08-17', '2016-07-13', '2016-10-05', '2016-05-18', '2016-05-11', '2016-03-02', '2016-04-27'], 266)"
ben,"(['2016-01-20', '2016-07-20', '2016-08-31', '2016-08-24', '2016-09-14', '2016-02-24', '2016-12-21', '2016-04-20', '2016-10-26', '2016-01-27', '2016-06-22', '2016-05-18', '2016-03-16', '2016-06-15', '2016-03-02', '2016-12-28', '2016-07-06'], 343)"
simmons,"(['2016-01-20', '2016-06-08', '2016-01-27', '2016-02-03', '2016-06-22', '2016-05-18', '2016-05-11', '2016-10-19', '2016-07-06'], 273)"
unifyar16,"(['2016-01-20'], 0)"
national,"(['2016-09-07', '2016-10-12', '2016-08-31', '2016-04-13', '2016-03-09', '2016-01-13', '2016-07-13', '2016-11-23', '2016-11-02', '2016-05-11', '2016-12-21', '2016-02-24', '2016-06-29', '2016-06-08', '2016-10-26', '2016-08-10', '2016-05-25', '2016-07-27', '2016-05-04', '2016-10-05', '2016-04-27', '2016-01-20', '2016-08-24', '2016-02-10', '2016-03-23', '2016-06-22', '2016-05-18', '2016-08-03', '2016-12-07', '2016-12-28', '2016-04-06', '2016-07-20', '2016-09-14', '2016-09-28', '2016-03-30', '2016-04-20', '2016-01-27', '2016-06-01', '2016-11-09', '2016-08-17', '2016-02-03', '2016-11-16', '2016-06-15', '2016-07-06'], 350)"
disc,"(['2016-01-20', '2016-06-15'], 147)"
jockey,"(['2016-01-20'], 0)"
day,"(['2016-09-07', '2016-10-12', '2016-08-31', '2016-04-13', '2016-03-09', '2016-01-13', '2016-07-13', '2016-11-23', '2016-11-02', '2016-05-11', '2016-10-19', '2016-12-21', '2016-02-24', '2016-06-29', '2016-02-17', '2016-06-08', '2016-08-10', '2016-10-26', '2016-05-25', '2016-07-27', '2016-05-04', '2016-03-16', '2016-10-05', '2016-03-02', '2016-04-27', '2016-01-20', '2016-08-24', '2016-02-10', '2016-03-23', '2016-06-22', '2016-05-18', '2016-08-03', '2016-12-07', '2016-11-30', '2016-12-28', '2016-04-06', '2016-07-20', '2016-09-14', '2016-09-28', '2016-03-30', '2016-04-20', '2016-01-27', '2016-06-01', '2016-11-09', '2016-08-17', '2016-02-03', '2016-09-21', '2016-11-16', '2016-06-15', '2016-07-06'], 350)"
ts,"(['2016-01-20', '2016-04-06', '2016-09-14', '2016-05-25', '2016-07-06'], 238)"
potter,"(['2016-01-20', '2016-02-10', '2016-10-12', '2016-07-06'], 266)"
wellness,"(['2016-10-12', '2016-08-31', '2016-07-13', '2016-06-29', '2016-08-10', '2016-05-25', '2016-03-02', '2016-04-27', '2016-12-14', '2016-01-20', '2016-08-24', '2016-02-10', '2016-05-18', '2016-12-07', '2016-07-20', '2016-09-14', '2016-09-28', '2016-03-30', '2016-01-27', '2016-06-01', '2016-02-03'], 329)"
wednesday,"(['2016-09-07', '2016-10-12', '2016-08-31', '2016-04-13', '2016-03-09', '2016-01-13', '2016-07-13', '2016-11-23', '2016-11-02', '2016-05-11', '2016-10-19', '2016-12-21', '2016-02-24', '2016-06-29', '2016-02-17', '2016-06-08', '2016-08-10', '2016-10-26', '2016-05-25', '2016-07-27', '2016-05-04', '2016-03-16', '2016-10-05', '2016-03-02', '2016-04-27', '2016-12-14', '2016-01-20', '2016-08-24', '2016-02-10', '2016-03-23', '2016-06-22', '2016-05-18', '2016-08-03', '2016-12-07', '2016-11-30', '2016-12-28', '2016-04-06', '2016-07-20', '2016-09-14', '2016-09-28', '2016-03-30', '2016-04-20', '2016-01-27', '2016-06-01', '2016-11-09', '2016-08-17', '2016-02-03', '2016-09-21', '2016-11-16', '2016-06-15', '2016-07-06'], 350)"
ready,"(['2016-01-20', '2016-09-14', '2016-03-09', '2016-01-27', '2016-01-13', '2016-02-03', '2016-05-04', '2016-04-27'], 245)"
2,"(['2016-08-31', '2016-04-13', '2016-01-13', '2016-11-02', '2016-02-24', '2016-06-08', '2016-10-26', '2016-05-25', '2016-03-02', '2016-01-20', '2016-02-10', '2016-03-23', '2016-05-18', '2016-08-03', '2016-09-14', '2016-09-28', '2016-04-20', '2016-01-27', '2016-06-01', '2016-11-09', '2016-08-17', '2016-10-19', '2016-06-15'], 301)"
govern,"(['2016-01-20'], 0)"
econ,"(['2016-03-16', '2016-01-20'], 56)"
mpr,"(['2016-01-20'], 0)"
stronger,"(['2016-01-20', '2016-10-12', '2016-07-06'], 266)"
miami,"(['2016-01-20', '2016-08-24', '2016-09-14', '2016-09-28', '2016-02-17', '2016-03-09', '2016-01-27', '2016-06-01', '2016-10-26', '2016-08-17', '2016-03-16', '2016-11-30', '2016-11-16'], 315)"
bett2016,"(['2016-01-20'], 0)"
tn,"(['2016-01-20', '2016-09-14', '2016-02-17', '2016-04-20', '2016-01-27', '2016-03-16', '2016-04-27', '2016-11-16'], 301)"
wx,"(['2016-04-13', '2016-03-09', '2016-07-13', '2016-05-11', '2016-02-24', '2016-06-29', '2016-02-17', '2016-05-25', '2016-03-16', '2016-10-05', '2016-04-27', '2016-01-20', '2016-08-24', '2016-02-10', '2016-03-23', '2016-06-22', '2016-11-30', '2016-04-06', '2016-07-20', '2016-09-14', '2016-03-30', '2016-06-01', '2016-02-03', '2016-06-15'], 315)"
lou,"(['2016-08-17', '2016-01-20', '2016-02-03'], 210)"
snow,"(['2016-01-20', '2016-02-24', '2016-02-10', '2016-03-23', '2016-02-03', '2016-12-07', '2016-12-14'], 329)"
birthday,"(['2016-01-20', '2016-07-20', '2016-10-12', '2016-12-28', '2016-08-24', '2016-09-14', '2016-02-17', '2016-06-08', '2016-01-13', '2016-06-01', '2016-08-10', '2016-08-17', '2016-06-22', '2016-10-05', '2016-11-23', '2016-05-11', '2016-06-15', '2016-04-27', '2016-07-06'], 350)"
saving,"(['2016-01-20'], 0)"
lives,"(['2016-01-20', '2016-12-21', '2016-10-19', '2016-03-30', '2016-02-17', '2016-04-20', '2016-10-26', '2016-07-27', '2016-07-13', '2016-11-02', '2016-09-21', '2016-04-27', '2016-07-06'], 336)"
birth,"(['2016-02-24', '2016-01-20', '2016-06-08', '2016-11-16'], 301)"
ford,"(['2016-02-24', '2016-01-20', '2016-07-13', '2016-03-30'], 175)"
wednesday,"(['2016-09-07', '2016-10-12', '2016-08-31', '2016-04-13', '2016-03-09', '2016-01-13', '2016-07-13', '2016-11-23', '2016-11-02', '2016-05-11', '2016-10-19', '2016-12-21', '2016-02-24', '2016-06-29', '2016-02-17', '2016-06-08', '2016-08-10', '2016-10-26', '2016-05-25', '2016-07-27', '2016-05-04', '2016-03-16', '2016-10-05', '2016-03-02', '2016-04-27', '2016-12-14', '2016-01-20', '2016-08-24', '2016-02-10', '2016-03-23', '2016-06-22', '2016-05-18', '2016-08-03', '2016-12-07', '2016-11-30', '2016-12-28', '2016-04-06', '2016-07-20', '2016-09-14', '2016-09-28', '2016-03-30', '2016-04-20', '2016-01-27', '2016-06-01', '2016-11-09', '2016-08-17', '2016-02-03', '2016-09-21', '2016-11-16', '2016-06-15', '2016-07-06'], 350)"
smb,"(['2016-01-20', '2016-07-20', '2016-08-17', '2016-05-18', '2016-03-16', '2016-09-21'], 245)"
mad,"(['2016-09-07', '2016-01-20', '2016-07-20', '2016-07-27', '2016-08-17', '2016-05-18', '2016-03-16', '2016-09-21'], 245)"
ham4kail,"(['2016-01-20'], 0)"
ip2016,"(['2016-01-20'], 0)"
bach,"(['2016-01-20', '2016-07-20', '2016-03-30'], 182)"
khan,"(['2016-01-20', '2016-07-20', '2016-05-04', '2016-08-03', '2016-11-16'], 301)"
university,"(['2016-01-20', '2016-10-12', '2016-08-24', '2016-06-01', '2016-11-09', '2016-07-13', '2016-11-02', '2016-10-05'], 294)"
kff,"(['2016-01-20'], 0)"
global,"(['2016-01-20', '2016-07-20', '2016-09-14', '2016-02-17', '2016-02-10', '2016-06-08', '2016-06-01', '2016-10-26', '2016-06-22', '2016-05-18', '2016-03-16', '2016-12-07', '2016-04-27'], 322)"
davos,"(['2016-01-20'], 0)"
wef16,"(['2016-01-20'], 0)"
espn,"(['2016-01-20', '2016-04-06', '2016-10-12', '2016-02-24', '2016-03-30', '2016-02-17', '2016-03-09', '2016-01-27', '2016-04-20', '2016-09-28', '2016-03-16', '2016-10-19', '2016-04-27'], 273)"
60,"(['2016-01-20'], 0)"
exeter,"(['2016-01-20'], 0)"
frightful,"(['2016-01-20'], 0)"
5,"(['2016-09-07', '2016-01-13', '2016-05-11', '2016-02-17', '2016-06-08', '2016-08-10', '2016-05-25', '2016-03-16', '2016-04-27', '2016-01-20', '2016-08-24', '2016-02-10', '2016-08-03', '2016-11-30', '2016-07-20', '2016-09-14', '2016-03-30', '2016-04-20', '2016-11-09', '2016-02-03', '2016-09-21', '2016-11-16'], 322)"
kabul,"(['2016-01-20', '2016-08-24'], 217)"
ricardo,"(['2016-05-11', '2016-01-20'], 112)"
durán,"(['2016-01-20'], 0)"
pakistan,"(['2016-01-20', '2016-03-23'], 63)"
glenn,"(['2016-01-20', '2016-10-26', '2016-12-07', '2016-08-10'], 322)"
frey,"(['2016-01-20'], 0)"
aunt,"(['2016-01-20'], 0)"
viv,"(['2016-01-20'], 0)"
kareem,"(['2016-01-20'], 0)"
canty,"(['2016-01-20'], 0)"
bruce,"(['2016-09-07', '2016-01-20', '2016-09-14', '2016-02-24', '2016-02-17', '2016-07-27', '2016-08-17', '2016-02-03', '2016-05-11', '2016-10-19'], 273)"
pearl,"(['2016-01-20', '2016-08-24', '2016-04-20', '2016-07-13', '2016-12-07', '2016-10-19'], 322)"
auburn,"(['2016-01-20', '2016-08-31', '2016-09-14', '2016-03-30', '2016-06-08', '2016-07-27', '2016-02-03', '2016-03-02'], 238)"
5word,"(['2016-04-13', '2016-01-20', '2016-05-18'], 119)"
conspiracies,"(['2016-01-20'], 0)"
buckle,"(['2016-01-20', '2016-07-06'], 168)"
spoil,"(['2016-05-11', '2016-01-20'], 112)"
brand,"(['2016-09-07', '2016-04-13', '2016-03-09', '2016-01-13', '2016-11-02', '2016-02-24', '2016-06-08', '2016-08-10', '2016-05-25', '2016-07-27', '2016-03-02', '2016-04-27', '2016-01-20', '2016-08-24', '2016-02-10', '2016-06-22', '2016-08-03', '2016-12-07', '2016-11-30', '2016-04-06', '2016-09-14', '2016-01-27', '2016-11-09', '2016-11-16'], 329)"
sotc16,"(['2016-01-20'], 0)"
nascar,"(['2016-01-20', '2016-04-06', '2016-08-31', '2016-08-24', '2016-02-17', '2016-02-10', '2016-01-27', '2016-03-09', '2016-04-20', '2016-05-25', '2016-08-17', '2016-02-03', '2016-05-18', '2016-05-11', '2016-06-15', '2016-04-27'], 224)"
cms,"(['2016-01-20', '2016-09-14'], 238)"
media,"(['2016-09-07', '2016-01-20', '2016-10-12', '2016-09-14', '2016-03-30', '2016-10-26', '2016-01-27', '2016-01-13', '2016-07-13', '2016-11-02', '2016-03-16', '2016-08-03', '2016-09-21', '2016-11-30', '2016-10-19', '2016-07-06'], 322)"
tour,"(['2016-09-07', '2016-04-13', '2016-03-09', '2016-01-13', '2016-11-23', '2016-05-11', '2016-12-21', '2016-06-29', '2016-02-17', '2016-05-25', '2016-05-04', '2016-03-16', '2016-04-27', '2016-01-20', '2016-08-24', '2016-03-23', '2016-06-22', '2016-05-18', '2016-08-03', '2016-12-07', '2016-11-30', '2016-04-06', '2016-07-20', '2016-03-30', '2016-04-20', '2016-01-27', '2016-06-01', '2016-08-17', '2016-09-21', '2016-11-16', '2016-06-15', '2016-07-06'], 343)"
star,"(['2016-09-07', '2016-01-20', '2016-07-20', '2016-08-24', '2016-06-29', '2016-04-20', '2016-06-08', '2016-06-22', '2016-07-13', '2016-05-04', '2016-05-18', '2016-05-11', '2016-10-05', '2016-09-21', '2016-12-28', '2016-12-14'], 343)"
wars,"(['2016-09-07', '2016-01-20', '2016-11-02', '2016-08-24', '2016-06-29', '2016-01-13', '2016-06-22', '2016-07-13', '2016-05-04', '2016-05-18', '2016-05-11', '2016-08-03', '2016-09-21', '2016-12-28', '2016-12-14'], 350)"
penske50,"(['2016-01-20'], 0)"
snom,"(['2016-01-20', '2016-02-03'], 14)"
g,"(['2016-01-20', '2016-07-20', '2016-10-12', '2016-09-14', '2016-09-28', '2016-02-17', '2016-03-09', '2016-10-26', '2016-11-23', '2016-05-18', '2016-05-11', '2016-10-19', '2016-11-30'], 315)"
luke,"(['2016-01-20', '2016-04-06', '2016-10-12', '2016-12-21', '2016-02-17', '2016-03-09', '2016-04-20', '2016-05-25', '2016-07-13', '2016-11-02', '2016-10-05', '2016-09-21', '2016-10-19'], 336)"
kuechly,"(['2016-01-20'], 0)"
cc16,"(['2016-01-20'], 0)"
olicity,"(['2016-01-20', '2016-02-17', '2016-02-10', '2016-05-25', '2016-05-04', '2016-12-07', '2016-11-30'], 322)"
eternal,"(['2016-01-20'], 0)"
gc2,"(['2016-01-20'], 0)"
summit,"(['2016-09-07', '2016-10-12', '2016-08-31', '2016-04-13', '2016-03-09', '2016-01-13', '2016-07-13', '2016-11-02', '2016-05-11', '2016-10-19', '2016-02-24', '2016-02-17', '2016-06-08', '2016-08-10', '2016-10-26', '2016-05-25', '2016-07-27', '2016-03-16', '2016-10-05', '2016-03-02', '2016-04-27', '2016-01-20', '2016-08-24', '2016-02-10', '2016-03-23', '2016-06-22', '2016-04-06', '2016-07-20', '2016-09-14', '2016-03-30', '2016-01-27', '2016-11-09', '2016-08-17', '2016-02-03', '2016-09-21', '2016-11-16'], 308)"
suicide,"(['2016-09-07', '2016-01-20', '2016-08-17', '2016-10-05', '2016-08-03', '2016-12-14'], 329)"
squad,"(['2016-09-07', '2016-01-20', '2016-02-10', '2016-08-17', '2016-11-02', '2016-10-05', '2016-08-03', '2016-12-14'], 329)"
closed,"(['2016-10-05', '2016-01-20', '2016-08-31'], 259)"
cincy,"(['2016-01-20', '2016-07-20', '2016-08-31', '2016-08-17', '2016-07-13', '2016-05-04', '2016-04-27'], 224)"
wx,"(['2016-04-13', '2016-03-09', '2016-07-13', '2016-05-11', '2016-02-24', '2016-06-29', '2016-02-17', '2016-05-25', '2016-03-16', '2016-10-05', '2016-04-27', '2016-01-20', '2016-08-24', '2016-02-10', '2016-03-23', '2016-06-22', '2016-11-30', '2016-04-06', '2016-07-20', '2016-09-14', '2016-03-30', '2016-06-01', '2016-02-03', '2016-06-15'], 315)"
isis,"(['2016-09-07', '2016-01-20', '2016-08-31', '2016-06-29', '2016-03-30', '2016-03-23', '2016-08-03', '2016-06-15'], 231)"
api,"(['2016-05-25', '2016-01-20'], 126)"
health,"(['2016-10-12', '2016-08-31', '2016-04-13', '2016-07-13', '2016-11-02', '2016-06-29', '2016-06-08', '2016-10-26', '2016-08-10', '2016-07-27', '2016-03-16', '2016-10-05', '2016-03-02', '2016-04-27', '2016-01-20', '2016-08-24', '2016-02-10', '2016-06-22', '2016-08-03', '2016-12-07', '2016-11-30', '2016-04-06', '2016-07-20', '2016-09-14', '2016-09-28', '2016-04-20', '2016-06-01', '2016-11-09', '2016-08-17', '2016-10-19', '2016-11-16', '2016-06-15', '2016-07-06'], 322)"
yn,"(['2016-01-20'], 0)"
wa,"(['2016-01-20', '2016-10-12', '2016-08-31', '2016-08-17', '2016-03-02'], 266)"
ubb,"(['2016-01-20', '2016-08-24', '2016-05-25', '2016-02-03', '2016-09-21'], 245)"
john,"(['2016-10-12', '2016-08-31', '2016-03-09', '2016-11-23', '2016-11-02', '2016-10-19', '2016-12-21', '2016-02-24', '2016-06-08', '2016-08-10', '2016-07-27', '2016-05-04', '2016-03-02', '2016-04-27', '2016-12-14', '2016-01-20', '2016-08-24', '2016-02-10', '2016-03-23', '2016-06-22', '2016-08-03', '2016-12-07', '2016-12-28', '2016-04-06', '2016-09-14', '2016-09-28', '2016-03-30', '2016-11-09', '2016-08-17', '2016-09-21', '2016-07-06'], 343)"
kasich,"(['2016-01-20', '2016-04-20', '2016-02-10', '2016-05-04', '2016-03-16'], 105)"
wx,"(['2016-04-13', '2016-03-09', '2016-07-13', '2016-05-11', '2016-02-24', '2016-06-29', '2016-02-17', '2016-05-25', '2016-03-16', '2016-10-05', '2016-04-27', '2016-01-20', '2016-08-24', '2016-02-10', '2016-03-23', '2016-06-22', '2016-11-30', '2016-04-06', '2016-07-20', '2016-09-14', '2016-03-30', '2016-06-01', '2016-02-03', '2016-06-15'], 315)"
snowteam13,"(['2016-01-20'], 0)"
episode,"(['2016-01-20', '2016-11-16'], 301)"
8,"(['2016-01-20', '2016-03-30', '2016-02-10', '2016-08-10', '2016-06-01', '2016-06-22', '2016-05-04', '2016-11-02', '2016-11-30', '2016-04-27', '2016-11-16'], 315)"
brand,"(['2016-09-07', '2016-04-13', '2016-03-09', '2016-01-13', '2016-11-02', '2016-02-24', '2016-06-08', '2016-08-10', '2016-05-25', '2016-07-27', '2016-03-02', '2016-04-27', '2016-01-20', '2016-08-24', '2016-02-10', '2016-06-22', '2016-08-03', '2016-12-07', '2016-11-30', '2016-04-06', '2016-09-14', '2016-01-27', '2016-11-09', '2016-11-16'], 329)"
aid,"(['2016-01-20'], 0)"
tx,"(['2016-09-07', '2016-01-20', '2016-07-20', '2016-08-31', '2016-08-24', '2016-09-14', '2016-04-13', '2016-06-29', '2016-09-28', '2016-03-09', '2016-01-27', '2016-10-26', '2016-05-25', '2016-08-03', '2016-04-27'], 280)"
best,"(['2016-09-07', '2016-01-20', '2016-10-12', '2016-09-14', '2016-12-21', '2016-04-13', '2016-03-30', '2016-02-17', '2016-02-10', '2016-06-08', '2016-06-01', '2016-09-28', '2016-05-25', '2016-08-17', '2016-06-22', '2016-07-13', '2016-12-14', '2016-05-11', '2016-06-15', '2016-07-06'], 336)"
lax,"(['2016-01-20', '2016-06-08'], 140)"
marijuana,"(['2016-04-13', '2016-01-20', '2016-11-09'], 294)"
chris,"(['2016-09-07', '2016-10-12', '2016-08-31', '2016-04-13', '2016-03-09', '2016-11-23', '2016-05-11', '2016-06-29', '2016-06-08', '2016-08-10', '2016-05-25', '2016-05-04', '2016-03-16', '2016-10-05', '2016-03-02', '2016-01-20', '2016-08-24', '2016-02-10', '2016-12-28', '2016-07-20', '2016-09-14', '2016-03-30', '2016-04-20', '2016-11-09', '2016-08-17', '2016-09-21', '2016-06-15', '2016-07-06'], 343)"
harris,"(['2016-01-20', '2016-10-12', '2016-02-17', '2016-06-08', '2016-07-13', '2016-09-21', '2016-11-30'], 315)"
afc,"(['2016-01-20', '2016-09-28', '2016-04-20', '2016-11-23', '2016-05-18'], 308)"
championship,"(['2016-01-20', '2016-04-06', '2016-09-14', '2016-01-13', '2016-07-27'], 245)"
jolly,"(['2016-01-20'], 0)"
pumpkin,"(['2016-01-20', '2016-10-26'], 280)"
potus,"(['2016-08-17', '2016-01-20', '2016-02-03', '2016-01-13'], 217)"
tigers,"(['2016-01-20', '2016-04-06', '2016-08-31', '2016-04-13', '2016-02-17', '2016-01-27', '2016-01-13', '2016-06-01', '2016-02-03', '2016-07-06'], 231)"
president,"(['2016-01-20', '2016-04-06', '2016-10-12', '2016-12-21', '2016-02-24', '2016-06-29', '2016-04-20', '2016-01-13', '2016-06-01', '2016-08-10', '2016-11-09', '2016-05-25', '2016-07-27', '2016-07-13', '2016-05-04', '2016-10-05', '2016-12-07'], 343)"
obama,"(['2016-01-13', '2016-07-13', '2016-11-02', '2016-05-11', '2016-02-17', '2016-08-10', '2016-05-04', '2016-10-05', '2016-03-16', '2016-03-02', '2016-01-20', '2016-03-23', '2016-06-22', '2016-09-14', '2016-09-28', '2016-06-01', '2016-11-09', '2016-02-03', '2016-07-06', '2016-06-15', '2016-11-16'], 308)"
justin,"(['2016-01-20', '2016-10-12', '2016-08-31', '2016-02-24', '2016-04-13', '2016-02-10', '2016-05-25', '2016-07-27', '2016-06-22', '2016-07-13', '2016-11-02', '2016-05-11', '2016-08-03', '2016-10-19'], 287)"
