Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
IFRX,InflaRx N.V.,33.63,$863.02M,2017.0,,,https://www.nasdaq.com/symbol/ifrx
III,"Information Services Group, Inc.",4.71,$212.43M,,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/iii
IMKTA,"Ingles Markets, Incorporated",34.0,$688.83M,1987.0,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/imkta
INWK,"InnerWorkings, Inc.",8.0,$417.37M,2006.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/inwk
INOD,Innodata Inc.,1.34,$34.68M,1993.0,Technology,EDP Services,https://www.nasdaq.com/symbol/inod
IPHS,"Innophos Holdings, Inc.",45.85,$899.05M,2006.0,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/iphs
IOSP,Innospec Inc.,76.1,$1.86B,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/iosp
ISSC,"Innovative Solutions and Support, Inc.",2.45,$41.26M,2000.0,Technology,EDP Services,https://www.nasdaq.com/symbol/issc
INVA,"Innoviva, Inc.",15.01,$1.52B,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/inva
INGN,"Inogen, Inc",252.96,$5.4B,2014.0,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ingn
INOV,"Inovalon Holdings, Inc.",10.6,$1.62B,2015.0,Technology,EDP Services,https://www.nasdaq.com/symbol/inov
INO,"Inovio Pharmaceuticals, Inc.",4.84,$442.84M,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ino
INPX,Inpixon ,0.1535,$6.73M,2014.0,Technology,EDP Services,https://www.nasdaq.com/symbol/inpx
INSG,Inseego Corp.,4.01,$290.37M,,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/insg
NSIT,"Insight Enterprises, Inc.",54.11,$1.92B,1995.0,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/nsit
ISIG,"Insignia Systems, Inc.",1.78,$21.06M,1991.0,Consumer Services,Advertising,https://www.nasdaq.com/symbol/isig
INSM,"Insmed, Inc.",22.49,$1.73B,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/insm
INSE,"Inspired Entertainment, Inc.",6.6,$141.8M,2014.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/inse
IIIN,"Insteel Industries, Inc.",35.57,$678.87M,,Capital Goods,Steel/Iron Ore,https://www.nasdaq.com/symbol/iiin
PODD,Insulet Corporation,102.6,$6.05B,2007.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/podd
INSY,"Insys Therapeutics, Inc.",9.44,$700.87M,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/insy
NTEC,Intec Pharma Ltd.,4.4,$146.19M,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ntec
IART,Integra LifeSciences Holdings Corporation,63.68,$5.42B,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/iart
IDTI,"Integrated Device Technology, Inc.",47.02,$6.06B,1984.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/idti
IMTE,Integrated Media Technology Limited,10.1705,$26.89M,,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/imte
INTC,Intel Corporation,46.91,$216.3B,,Technology,Semiconductors,https://www.nasdaq.com/symbol/intc
NTLA,"Intellia Therapeutics, Inc.",27.09,$1.17B,2016.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/ntla
IPCI,Intellipharmaceutics International Inc.,3.21,$13.98M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ipci
IPAR,"Inter Parfums, Inc.",64.55,$2.02B,,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/ipar
IBKR,"Interactive Brokers Group, Inc.",57.58,$23.91B,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ibkr
ICPT,"Intercept Pharmaceuticals, Inc.",117.65,$3.48B,2012.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/icpt
IDCC,"InterDigital, Inc.",80.75,$2.81B,,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/idcc
TILE,"Interface, Inc.",23.05,$1.37B,,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/tile
LINK,"Interlink Electronics, Inc.",4.3,$27.88M,,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/link
IMI,"Intermolecular, Inc.",1.2,$59.69M,2011.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/imi
INAP,Internap Corporation,13.07,$277.32M,1999.0,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/inap
IBOC,International Bancshares Corporation,46.25,$3.06B,,Finance,Major Banks,https://www.nasdaq.com/symbol/iboc
ISCA,International Speedway Corporation,44.15,$1.95B,1996.0,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/isca
IGLD,Internet Gold Golden Lines Ltd.,2.65,$74.21M,1999.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/igld
IIJI,"Internet Initiative Japan, Inc.",10.01,$902.31M,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/iiji
IDXG,"Interpace Diagnostics Group, Inc.",1.6,$45.11M,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/idxg
XENT,"Intersect ENT, Inc.",29.25,$890.8M,2014.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/xent
INTX,"Intersections, Inc.",1.8,$43.84M,2004.0,Technology,EDP Services,https://www.nasdaq.com/symbol/intx
IVAC,"Intevac, Inc.",5.15,$116.3M,1995.0,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ivac
INTL,INTL FCStone Inc.,48.79,$922.46M,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/intl
ITCI,Intra-Cellular Therapies Inc.,21.54,$1.18B,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/itci
XON,Intrexon Corporation,19.07,$2.61B,,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/xon
IIN,IntriCon Corporation,62.45,$525.49M,,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/iin
INTU,Intuit Inc.,218.9,$56.62B,1993.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/intu
ISRG,"Intuitive Surgical, Inc.",569.27,$64.75B,2000.0,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/isrg
PLW,Invesco 1-30 Laddered Treasury ETF,30.95,$150.11M,,,,https://www.nasdaq.com/symbol/plw
PKW,Invesco BuyBack Achievers ETF,61.51,$1.3B,,,,https://www.nasdaq.com/symbol/pkw
PYZ,Invesco DWA Basic Materials Momentum ETF,69.994,$101.49M,,,,https://www.nasdaq.com/symbol/pyz
PSL,Invesco DWA Consumer Staples Momentum ETF,72.3562,$148.33M,,,,https://www.nasdaq.com/symbol/psl
PIZ,Invesco DWA Developed Markets Momentum ETF,27.61,$251.25M,,,,https://www.nasdaq.com/symbol/piz
PXI,Invesco DWA Energy Momentum ETF,44.05,$99.11M,,,,https://www.nasdaq.com/symbol/pxi
PFI,Invesco DWA Financial Momentum ETF,34.9229,$38.42M,,,,https://www.nasdaq.com/symbol/pfi
PTH,Invesco DWA Healthcare Momentum ETF,97.59,$356.2M,,,,https://www.nasdaq.com/symbol/pth
DWLV,Invesco DWA Momentum & Low Volatility Rotation ETF,33.5267,$45.26M,,,,https://www.nasdaq.com/symbol/dwlv
PDP,Invesco DWA Momentum ETF,59.14,$1.63B,,,,https://www.nasdaq.com/symbol/pdp
DWAQ,Invesco DWA NASDAQ Momentum ETF,115.06,$57.53M,,,,https://www.nasdaq.com/symbol/dwaq
DWAS,Invesco DWA SmallCap Momentum ETF,57.7,$450.06M,,,,https://www.nasdaq.com/symbol/dwas
DWIN,Invesco DWA Tactical Multi-Asset Income ETF,25.0682,$60.16M,,,,https://www.nasdaq.com/symbol/dwin
DWTR,Invesco DWA Tactical Sector Rotation ETF,31.3,$87.64M,,,,https://www.nasdaq.com/symbol/dwtr
PTF,Invesco DWA Technology Momentum ETF,64.76,$155.42M,,,,https://www.nasdaq.com/symbol/ptf
PUI,Invesco DWA Utilities Momentum ETF,28.611,$41.49M,,,,https://www.nasdaq.com/symbol/pui
IDLB,Invesco FTSE International Low Beta Equal Weight ETF,29.55,$137.41M,,,,https://www.nasdaq.com/symbol/idlb
PID,Invesco International Dividend Achievers ETF,15.74,$799.59M,,,,https://www.nasdaq.com/symbol/pid
KBWB,Invesco KBW Bank ETF,56.01,$963.37M,,,,https://www.nasdaq.com/symbol/kbwb
KBWD,Invesco KBW High Dividend Yield Financial ETF,23.15,$337.99M,,,,https://www.nasdaq.com/symbol/kbwd
KBWY,Invesco KBW Premium Yield Equity REIT ETF,33.39,$415.71M,,,,https://www.nasdaq.com/symbol/kbwy
USLB,Invesco Russell 1000 Low Beta Equal Weight ETF,32.95,$161.46M,,,,https://www.nasdaq.com/symbol/uslb
VRIG,Invesco Variable Rate Investment Grade ETF,25.1,$404.11M,,,,https://www.nasdaq.com/symbol/vrig
PHO,Invesco Water Resources ETF,32.08,$875.78M,,,,https://www.nasdaq.com/symbol/pho
ISTR,Investar Holding Corporation,26.2,$250.77M,2014.0,Finance,Major Banks,https://www.nasdaq.com/symbol/istr
ISBC,"Investors Bancorp, Inc.",12.49,$3.72B,,Finance,Major Banks,https://www.nasdaq.com/symbol/isbc
ITIC,Investors Title Company,170.0,$320.73M,,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/itic
NVIV,InVivo Therapeutics Holdings Corp.,1.921,$14.91M,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nviv
IVTY,"Invuity, Inc.",7.4,$178.15M,2015.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ivty
IONS,"Ionis Pharmaceuticals, Inc.",50.51,$6.93B,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ions
IOVA,"Iovance Biotherapeutics, Inc.",13.15,$1.26B,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/iova
IPAS,iPass Inc.,1.88,$15.79M,2003.0,Technology,EDP Services,https://www.nasdaq.com/symbol/ipas
IPGP,IPG Photonics Corporation,164.41,$8.94B,2006.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/ipgp
CSML,IQ Chaikin U.S. Small Cap ETF,28.56,$509.8M,,,,https://www.nasdaq.com/symbol/csml
IRMD,iRadimed Corporation,33.9,$362.06M,2014.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/irmd
IRTC,"iRhythm Technologies, Inc.",91.8,$2.2B,2016.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/irtc
IRIX,IRIDEX Corporation,6.51,$75.93M,1996.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/irix
IRDM,Iridium Communications Inc,20.1,$2.23B,,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/irdm
IRDMB,Iridium Communications Inc,673.97,$336.99M,,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/irdmb
IRBT,iRobot Corporation,104.12,$2.85B,2005.0,Consumer Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/irbt
IRWD,"Ironwood Pharmaceuticals, Inc.",17.69,$2.71B,2010.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/irwd
IRCP,IRSA Propiedades Comerciales S.A.,24.95,$786.01M,,Consumer Services,Building operators,https://www.nasdaq.com/symbol/ircp
PMPT,iSectors Post-MPT Growth ETF,27.69,$8.31M,,,,https://www.nasdaq.com/symbol/pmpt
SUSB,iShares ESG 1-5 Year USD Corporate Bond ETF,24.54,$39.26M,,,,https://www.nasdaq.com/symbol/susb
SUSC,iShares ESG USD Corporate Bond ETF,24.2,$18.15M,,,,https://www.nasdaq.com/symbol/susc
FALN,iShares Fallen Angels USD Bond ETF,26.55,$69.03M,,,,https://www.nasdaq.com/symbol/faln
HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,50.67,$10.13M,,,,https://www.nasdaq.com/symbol/hyxe
ESGD,iShares MSCI EAFE ESG Optimized ETF,66.57,$366.14M,,,,https://www.nasdaq.com/symbol/esgd
ESGE,iShares MSCI EM ESG Optimized ETF,33.25,$342.48M,,,,https://www.nasdaq.com/symbol/esge
EMXC,iShares MSCI Emerging Markets ex China ETF,49.15,$9.83M,,,,https://www.nasdaq.com/symbol/emxc
MPCT,iShares MSCI Global Impact ETF,58.5001,$38.03M,,,,https://www.nasdaq.com/symbol/mpct
ESGU,iShares MSCI USA ESG Optimized ETF,64.32,$106.13M,,,,https://www.nasdaq.com/symbol/esgu
AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,28.74,$11.5M,,,,https://www.nasdaq.com/symbol/amca
ISRL,"Isramco, Inc.",122.2,$332.1M,1983.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/isrl
ITI,"Iteris, Inc.",5.3,$176.18M,,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/iti
ITRI,"Itron, Inc.",65.6,$2.58B,1993.0,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/itri
ITRN,Ituran Location and Control Ltd.,33.8,$793.47M,2005.0,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/itrn
ITUS,ITUS Corporation,4.87,$91.05M,,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/itus
IVENC,Ivy NextShares,100.02,,,,,https://www.nasdaq.com/symbol/ivenc
IVFGC,Ivy NextShares,100.02,,,,,https://www.nasdaq.com/symbol/ivfgc
IVFVC,Ivy NextShares,100.02,,,,,https://www.nasdaq.com/symbol/ivfvc
IZEA,"IZEA Worldwide, Inc.",1.57,$16.75M,,Consumer Services,Advertising,https://www.nasdaq.com/symbol/izea
JJSF,J & J Snack Foods Corp.,146.59,$2.74B,1986.0,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/jjsf
MAYS,"J. W. Mays, Inc.",39.55,$79.72M,,Consumer Services,Building operators,https://www.nasdaq.com/symbol/mays
JBHT,"J.B. Hunt Transport Services, Inc.",120.4,$13.17B,,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/jbht
JCOM,"j2 Global, Inc.",81.98,$4.04B,1999.0,Technology,Telecommunications Equipment,https://www.nasdaq.com/symbol/jcom
JKHY,"Jack Henry & Associates, Inc.",159.51,$12.31B,1985.0,Technology,EDP Services,https://www.nasdaq.com/symbol/jkhy
JACK,Jack In The Box Inc.,84.94,$2.32B,,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/jack
JAGX,"Jaguar Health, Inc.",0.65,$32.39M,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/jagx
JAKK,"JAKKS Pacific, Inc.",2.55,$74.38M,1996.0,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/jakk
JRVR,"James River Group Holdings, Ltd.",42.63,$1.28B,2014.0,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/jrvr
JSML,Janus Henderson Small Cap Growth Alpha ETF,45.1,$9.11M,,,,https://www.nasdaq.com/symbol/jsml
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,46.35,$16.32M,,,,https://www.nasdaq.com/symbol/jsmd
JASN,"Jason Industries, Inc.",3.24,$88.76M,2013.0,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/jasn
JASNW,"Jason Industries, Inc.",0.01,,2013.0,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/jasnw
JAZZ,Jazz Pharmaceuticals plc,163.31,$9.87B,2007.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/jazz
JD,"JD.com, Inc.",24.51,$35.45B,2014.0,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/jd
JSYN,Jensyn Acquistion Corp.,11.4,$23.73M,2016.0,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/jsyn
JSYNR,Jensyn Acquistion Corp.,0.37,,2016.0,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/jsynr
JSYNU,Jensyn Acquistion Corp.,12.25,,2016.0,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/jsynu
JSYNW,Jensyn Acquistion Corp.,0.1,,2016.0,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/jsynw
JBLU,JetBlue Airways Corporation,19.49,$6.1B,2002.0,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/jblu
JTPY,JetPay Corporation,1.7,$26.25M,2011.0,Finance,Business Services,https://www.nasdaq.com/symbol/jtpy
JCTCF,Jewett-Cameron Trading Company,8.45,$37.66M,,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/jctcf
JMU,JMU Limited,1.21,$99.17M,2015.0,Technology,EDP Services,https://www.nasdaq.com/symbol/jmu
JBSS,"John B. Sanfilippo & Son, Inc.",71.6,$812.3M,1991.0,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/jbss
JOUT,Johnson Outdoors Inc.,93.7,$943.25M,,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/jout
JNCE,"Jounce Therapeutics, Inc.",6.66,$217.3M,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/jnce
KTWO,"K2M Group Holdings, Inc.",27.27,$1.19B,2014.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ktwo
KALU,Kaiser Aluminum Corporation,110.0,$1.83B,,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/kalu
KALA,"Kala Pharmaceuticals, Inc.",10.85,$266.83M,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kala
KALV,"KalVista Pharmaceuticals, Inc.",21.15,$363.35M,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kalv
KMDA,Kamada Ltd.,6.1,$245.63M,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kmda
KNDI,"Kandi Technologies Group, Inc.",5.25,$270.23M,,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/kndi
KPTI,Karyopharm Therapeutics Inc.,18.26,$1.11B,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kpti
KAAC,Kayne Anderson Acquisition Corp.,10.1,$111.19M,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/kaac
KAACU,Kayne Anderson Acquisition Corp.,10.6008,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/kaacu
KAACW,Kayne Anderson Acquisition Corp.,1.4,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/kaacw
KBLM,KBL Merger Corp. IV,10.09,$42.01M,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/kblm
KBLMR,KBL Merger Corp. IV,0.44,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/kblmr
KBLMU,KBL Merger Corp. IV,10.7123,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/kblmu
KBLMW,KBL Merger Corp. IV,0.24,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/kblmw
KBSF,KBS Fashion Group Limited,3.9939999999999998,$8.81M,2013.0,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/kbsf
KCAP,"KCAP Financial, Inc.",3.35,$125.15M,2006.0,,,https://www.nasdaq.com/symbol/kcap
KCAPL,"KCAP Financial, Inc.",25.2222,,,,,https://www.nasdaq.com/symbol/kcapl
KRNY,Kearny Financial,13.85,$1.38B,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/krny
KELYA,"Kelly Services, Inc.",24.2,$939.07M,,Technology,Professional Services,https://www.nasdaq.com/symbol/kelya
KELYB,"Kelly Services, Inc.",24.0,$931.31M,,Technology,Professional Services,https://www.nasdaq.com/symbol/kelyb
KMPH,"KemPharm, Inc.",4.45,$71.39M,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kmph
KFFB,Kentucky First Federal Bancorp,7.9,$66.71M,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/kffb
KERX,"Keryx Biopharmaceuticals, Inc.",3.2,$385.47M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kerx
KEQU,Kewaunee Scientific Corporation,31.5,$86.35M,,Capital Goods,Medical Specialities,https://www.nasdaq.com/symbol/kequ
KTCC,Key Tronic Corporation,7.9,$85M,1983.0,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/ktcc
KFRC,"Kforce, Inc.",37.85,$988.85M,1995.0,Technology,Professional Services,https://www.nasdaq.com/symbol/kfrc
KE,"Kimball Electronics, Inc.",19.45,$519.21M,,Technology,Electrical Products,https://www.nasdaq.com/symbol/ke
KBAL,"Kimball International, Inc.",17.43,$647.74M,,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/kbal
KIN,"Kindred Biosciences, Inc.",13.525,$457.14M,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kin
KGJI,Kingold Jewelry Inc.,1.02,$67.44M,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/kgji
KINS,"Kingstone Companies, Inc",18.85,$201.01M,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/kins
KNSL,"Kinsale Capital Group, Inc.",62.31,$1.32B,2016.0,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/knsl
KIRK,"Kirklands, Inc.",9.3,$145.67M,2002.0,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/kirk
KTOV,Kitov Pharma Ltd.,1.7,$27.13M,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ktov
KTOVW,Kitov Pharma Ltd.,0.5,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ktovw
KLAC,KLA-Tencor Corporation,104.38,$16.3B,1980.0,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/klac
KLXI,KLX Inc.,62.65,$3.18B,,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/klxi
KONA,"Kona Grill, Inc.",2.45,$32.48M,2005.0,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/kona
KOPN,Kopin Corporation,2.25,$172.41M,1992.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/kopn
KRNT,Kornit Digital Ltd.,22.0,$754.1M,2015.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/krnt
KOSS,Koss Corporation,2.7104,$20.01M,,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/koss
KWEB,KraneShares Trust KraneShares CSI China Internet ETF,48.51,$164.93M,,,,https://www.nasdaq.com/symbol/kweb
KTOS,"Kratos Defense & Security Solutions, Inc.",14.21,$1.47B,,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/ktos
KRYS,"Krystal Biotech, Inc.",17.65,$193.78M,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/krys
KLIC,"Kulicke and Soffa Industries, Inc.",25.3,$1.71B,,Technology,Semiconductors,https://www.nasdaq.com/symbol/klic
KURA,"Kura Oncology, Inc.",17.25,$655.07M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kura
KVHI,"KVH Industries, Inc.",12.85,$226.99M,1996.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/kvhi
FSTR,L.B. Foster Company,22.2,$234.5M,,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/fstr
LJPC,La Jolla Pharmaceutical Company,21.1,$553.37M,1994.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/ljpc
LSBK,"Lake Shore Bancorp, Inc.",17.0701,$103.37M,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/lsbk
LBAI,"Lakeland Bancorp, Inc.",18.2,$864.23M,,Finance,Major Banks,https://www.nasdaq.com/symbol/lbai
LKFN,Lakeland Financial Corporation,47.53,$1.2B,,Finance,Major Banks,https://www.nasdaq.com/symbol/lkfn
LAKE,"Lakeland Industries, Inc.",13.25,$107.54M,1986.0,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/lake
LRCX,Lam Research Corporation,154.74,$24.38B,1984.0,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lrcx
LAMR,Lamar Advertising Company,76.71,$7.58B,1996.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/lamr
LANC,Lancaster Colony Corporation,150.99,$4.15B,,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lanc
LCA,"Landcadia Holdings, Inc.",10.27,$78.21M,2016.0,Finance,Business Services,https://www.nasdaq.com/symbol/lca
LCAHU,"Landcadia Holdings, Inc.",12.75,,2016.0,Finance,Business Services,https://www.nasdaq.com/symbol/lcahu
LCAHW,"Landcadia Holdings, Inc.",0.86,,2016.0,Finance,Business Services,https://www.nasdaq.com/symbol/lcahw
LNDC,Landec Corporation,13.45,$373.23M,1996.0,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lndc
LARK,Landmark Bancorp Inc.,29.24,$121.72M,,Finance,Major Banks,https://www.nasdaq.com/symbol/lark
LMRK,Landmark Infrastructure Partners LP,13.2,$331.72M,2014.0,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrk
LMRKO,Landmark Infrastructure Partners LP,24.47,,,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrko
LMRKP,Landmark Infrastructure Partners LP,25.4,,,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrkp
LE,"Lands End, Inc.",17.95,$578.21M,,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/le
LSTR,"Landstar System, Inc.",121.35,$4.99B,1993.0,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/lstr
LNTH,"Lantheus Holdings, Inc.",15.0,$574.5M,2015.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/lnth
LTRX,"Lantronix, Inc.",4.37,$84.04M,2000.0,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/ltrx
LSCC,Lattice Semiconductor Corporation,7.72,$978.58M,,Technology,Semiconductors,https://www.nasdaq.com/symbol/lscc
LAUR,"Laureate Education, Inc.",15.45,$3.46B,2017.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/laur
LAWS,"Lawson Products, Inc.",31.3,$279.15M,,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/laws
LCNB,LCNB Corporation,18.7,$248.71M,,Finance,Major Banks,https://www.nasdaq.com/symbol/lcnb
LPTX,"LEAP THERAPEUTICS, INC.",6.79,$99.82M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lptx
LGCY,Legacy Reserves Inc.,5.2,$400.03M,2007.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/lgcy
LTXB,"LegacyTexas Financial Group, Inc.",44.3,$2.14B,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ltxb
